order_id,order_date,region,channel,category,product,units,unit_price_usd,discount_rate,net_sales_usd,cogs_usd,gross_profit_usd,returned
NG-01810,2025-01-28,North,Retail,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-01811,2025-01-28,South,Retail,Living,Oak Side Table,1,189,0,189,112,77,False
NG-01812,2025-01-29,North,Online,Everyday,Travel Backpack,1,129,0.15,109.65,68,41.65,False
NG-01813,2025-01-29,North,Online,Everyday,Canvas Tote,3,32,0.05,91.2,36,55.2,False
NG-01814,2025-01-29,West,Retail,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-01815,2025-01-30,North,Marketplace,Living,Accent Cushion,2,46,0.05,87.4,40,47.4,False
NG-01816,2025-01-30,South,Online,Kitchen,Pour Over Kit,1,79,0.2,63.2,38,25.2,False
NG-01817,2025-01-30,North,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01818,2025-01-31,North,Retail,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01819,2025-01-31,East,Retail,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-01820,2025-01-31,West,Online,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-01821,2025-01-31,North,Retail,Kitchen,Pour Over Kit,2,79,0.1,142.2,76,66.2,False
NG-01822,2025-02-01,South,Online,Kitchen,Pour Over Kit,2,79,0.05,150.1,76,74.1,False
NG-01823,2025-02-01,East,Online,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-01824,2025-02-01,East,Retail,Home Office,Desk Lamp,1,58,0.2,46.4,28,18.4,False
NG-01825,2025-02-01,North,Retail,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01826,2025-02-01,North,Retail,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-01827,2025-02-02,North,Retail,Everyday,Insulated Bottle,2,42,0.1,75.6,36,39.6,False
NG-01828,2025-02-02,North,Online,Everyday,Canvas Tote,3,32,0.1,0,0,0,True
NG-01829,2025-02-02,East,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-01830,2025-02-02,East,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01831,2025-02-02,West,Marketplace,Everyday,Travel Backpack,3,129,0.05,367.65,204,163.65,False
NG-01832,2025-02-02,East,Online,Everyday,Travel Backpack,2,129,0.15,219.3,136,83.3,False
NG-01833,2025-02-02,South,Online,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-01834,2025-02-03,North,Online,Home Office,Desk Lamp,3,58,0.15,147.9,84,63.9,False
NG-01835,2025-02-03,North,Online,Home Office,Monitor Riser,1,72,0.2,57.6,33,24.6,False
NG-01836,2025-02-04,East,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-01837,2025-02-04,North,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-01838,2025-02-04,South,Online,Kitchen,Cast Iron Pan,2,135,0,270,160,110,False
NG-01839,2025-02-05,North,Marketplace,Kitchen,Ceramic Dinner Set,3,112,0.05,319.2,171,148.2,False
NG-01840,2025-02-05,East,Retail,Living,Linen Throw,2,96,0.15,163.2,98,65.2,False
NG-01841,2025-02-06,North,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01842,2025-02-06,North,Marketplace,Living,Linen Throw,2,96,0.05,182.4,98,84.4,False
NG-01843,2025-02-06,South,Online,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-01844,2025-02-06,North,Marketplace,Everyday,Travel Backpack,2,129,0.1,232.2,136,96.2,False
NG-01845,2025-02-06,West,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01846,2025-02-07,North,Retail,Home Office,Ergonomic Chair,1,245,0.15,208.25,144,64.25,False
NG-01847,2025-02-07,South,Retail,Everyday,Canvas Tote,2,32,0.1,57.6,24,33.6,False
NG-01848,2025-02-07,South,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-01849,2025-02-08,West,Online,Kitchen,Ceramic Dinner Set,2,112,0,224,114,110,False
NG-01850,2025-02-08,South,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-01851,2025-02-08,North,Online,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-01852,2025-02-09,West,Retail,Everyday,Travel Backpack,1,129,0.1,116.1,68,48.1,False
NG-01853,2025-02-09,North,Online,Living,Oak Side Table,1,189,0,189,112,77,False
NG-01854,2025-02-09,West,Retail,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-01855,2025-02-10,East,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-01856,2025-02-10,North,Retail,Kitchen,Pour Over Kit,3,79,0.15,201.45,114,87.45,False
NG-01857,2025-02-10,South,Online,Everyday,Canvas Tote,2,32,0,64,24,40,False
NG-01858,2025-02-10,East,Online,Home Office,Desk Lamp,1,58,0.2,46.4,28,18.4,False
NG-01859,2025-02-11,North,Retail,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-01860,2025-02-11,North,Marketplace,Home Office,Monitor Riser,4,72,0.05,273.6,132,141.6,False
NG-01861,2025-02-11,West,Online,Home Office,Monitor Riser,4,72,0.05,273.6,132,141.6,False
NG-01862,2025-02-11,East,Marketplace,Everyday,Insulated Bottle,1,42,0.1,0,0,0,True
NG-01863,2025-02-11,North,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-01864,2025-02-11,South,Marketplace,Everyday,Canvas Tote,2,32,0.05,60.8,24,36.8,False
NG-01865,2025-02-11,East,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01866,2025-02-12,East,Online,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-01867,2025-02-12,East,Marketplace,Living,Accent Cushion,3,46,0.15,117.3,60,57.3,False
NG-01868,2025-02-12,West,Online,Everyday,Insulated Bottle,1,42,0.15,35.7,18,17.7,False
NG-01869,2025-02-12,North,Online,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-01870,2025-02-12,North,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01871,2025-02-12,South,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01872,2025-02-13,East,Online,Everyday,Canvas Tote,1,32,0.1,28.8,12,16.8,False
NG-01873,2025-02-13,East,Marketplace,Living,Accent Cushion,2,46,0.05,87.4,40,47.4,False
NG-01874,2025-02-13,North,Retail,Living,Linen Throw,1,96,0.05,0,0,0,True
NG-01875,2025-02-13,East,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01876,2025-02-13,East,Retail,Everyday,Canvas Tote,1,32,0.1,28.8,12,16.8,False
NG-01877,2025-02-13,South,Online,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01878,2025-02-14,South,Retail,Living,Oak Side Table,1,189,0.1,170.1,112,58.1,False
NG-01879,2025-02-14,North,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-01880,2025-02-14,South,Retail,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-01881,2025-02-15,North,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01882,2025-02-15,East,Online,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01883,2025-02-15,North,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-01884,2025-02-15,North,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-01885,2025-02-15,South,Online,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-01886,2025-02-16,North,Online,Kitchen,Cast Iron Pan,1,135,0.1,121.5,80,41.5,False
NG-01887,2025-02-16,South,Marketplace,Living,Oak Side Table,2,189,0.1,340.2,224,116.2,False
NG-01888,2025-02-16,West,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01889,2025-02-16,West,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01890,2025-02-17,East,Retail,Living,Oak Side Table,3,189,0,567,336,231,False
NG-01891,2025-02-17,West,Retail,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-01892,2025-02-18,North,Marketplace,Living,Accent Cushion,4,46,0.15,156.4,80,76.4,False
NG-01893,2025-02-18,East,Retail,Kitchen,Cast Iron Pan,1,135,0,135,80,55,False
NG-01894,2025-02-18,North,Retail,Everyday,Insulated Bottle,3,42,0.1,113.4,54,59.4,False
NG-01895,2025-02-19,North,Retail,Living,Oak Side Table,1,189,0,189,112,77,False
NG-01896,2025-02-19,West,Online,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-01897,2025-02-19,West,Online,Kitchen,Cast Iron Pan,1,135,0.2,108.0,80,28.0,False
NG-01898,2025-02-19,North,Retail,Kitchen,Pour Over Kit,2,79,0.05,150.1,76,74.1,False
NG-01899,2025-02-19,West,Online,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-01900,2025-02-19,North,Retail,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01901,2025-02-19,West,Retail,Home Office,Ergonomic Chair,1,245,0,0,0,0,True
NG-01902,2025-02-20,North,Marketplace,Living,Linen Throw,1,96,0.2,76.8,49,27.8,False
NG-01903,2025-02-20,East,Marketplace,Everyday,Travel Backpack,2,129,0.05,245.1,136,109.1,False
NG-01904,2025-02-20,North,Online,Kitchen,Ceramic Dinner Set,2,112,0,224,114,110,False
NG-01905,2025-02-20,East,Retail,Kitchen,Ceramic Dinner Set,1,112,0,0,0,0,True
NG-01906,2025-02-21,East,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01907,2025-02-21,North,Retail,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-01908,2025-02-21,South,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01909,2025-02-22,South,Online,Living,Accent Cushion,1,46,0.2,36.8,20,16.8,False
NG-01910,2025-02-22,West,Retail,Home Office,Desk Lamp,3,58,0,174,84,90,False
NG-01911,2025-02-22,West,Online,Everyday,Insulated Bottle,2,42,0.1,75.6,36,39.6,False
NG-01912,2025-02-23,North,Marketplace,Home Office,Monitor Riser,3,72,0.1,194.4,99,95.4,False
NG-01913,2025-02-23,South,Marketplace,Living,Oak Side Table,1,189,0.05,179.55,112,67.55,False
NG-01914,2025-02-23,East,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01915,2025-02-24,South,Online,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-01916,2025-02-24,East,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-01917,2025-02-24,East,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01918,2025-02-24,West,Marketplace,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-01919,2025-02-24,South,Retail,Home Office,Desk Lamp,2,58,0.05,110.2,56,54.2,False
NG-01920,2025-02-25,East,Retail,Living,Linen Throw,1,96,0.1,86.4,49,37.4,False
NG-01921,2025-02-26,East,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01922,2025-02-26,West,Online,Everyday,Travel Backpack,3,129,0.15,328.95,204,124.95,False
NG-01923,2025-02-27,South,Online,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-01924,2025-02-27,West,Online,Kitchen,Pour Over Kit,2,79,0.1,0,0,0,True
NG-01925,2025-02-27,South,Online,Kitchen,Cast Iron Pan,1,135,0.2,108.0,80,28.0,False
NG-01926,2025-02-27,South,Online,Home Office,Desk Lamp,3,58,0,174,84,90,False
NG-01927,2025-02-28,West,Online,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-01928,2025-02-28,North,Retail,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01929,2025-02-28,North,Online,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01930,2025-03-01,East,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01931,2025-03-01,South,Retail,Living,Linen Throw,1,96,0.15,81.6,49,32.6,False
NG-01932,2025-03-01,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01933,2025-03-01,West,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01934,2025-03-02,North,Retail,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-01935,2025-03-02,East,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01936,2025-03-02,South,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-01937,2025-03-02,North,Online,Home Office,Ergonomic Chair,1,245,0.05,232.75,144,88.75,False
NG-01938,2025-03-02,West,Online,Living,Linen Throw,3,96,0.15,0,0,0,True
NG-01939,2025-03-03,West,Retail,Living,Linen Throw,3,96,0.15,0,0,0,True
NG-01940,2025-03-03,North,Online,Home Office,Ergonomic Chair,2,245,0,490,288,202,False
NG-01941,2025-03-03,South,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01942,2025-03-03,East,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01943,2025-03-03,East,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01944,2025-03-04,North,Retail,Everyday,Travel Backpack,2,129,0,258,136,122,False
NG-01945,2025-03-04,East,Marketplace,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-01946,2025-03-04,East,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-01947,2025-03-05,West,Retail,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-01948,2025-03-05,South,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01949,2025-03-05,East,Online,Everyday,Travel Backpack,1,129,0.2,103.2,68,35.2,False
NG-01950,2025-03-05,East,Online,Everyday,Canvas Tote,2,32,0.1,57.6,24,33.6,False
NG-01951,2025-03-05,South,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01952,2025-03-05,North,Online,Kitchen,Pour Over Kit,2,79,0.1,142.2,76,66.2,False
NG-01953,2025-03-06,South,Online,Everyday,Insulated Bottle,2,42,0.1,75.6,36,39.6,False
NG-01954,2025-03-06,West,Retail,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-01955,2025-03-06,North,Online,Living,Linen Throw,1,96,0,96,49,47,False
NG-01956,2025-03-06,North,Marketplace,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-01957,2025-03-06,East,Online,Kitchen,Pour Over Kit,1,79,0.1,71.1,38,33.1,False
NG-01958,2025-03-06,South,Online,Everyday,Canvas Tote,3,32,0,96,36,60,False
NG-01959,2025-03-07,North,Marketplace,Living,Oak Side Table,1,189,0.2,151.2,112,39.2,False
NG-01960,2025-03-07,North,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-01961,2025-03-07,North,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-01962,2025-03-07,South,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01963,2025-03-07,North,Marketplace,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-01964,2025-03-07,West,Online,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-01965,2025-03-07,East,Retail,Everyday,Travel Backpack,1,129,0,0,0,0,True
NG-01966,2025-03-07,West,Retail,Everyday,Travel Backpack,1,129,0.15,109.65,68,41.65,False
NG-01967,2025-03-08,South,Online,Everyday,Canvas Tote,3,32,0.2,76.8,36,40.8,False
NG-01968,2025-03-09,North,Online,Living,Oak Side Table,1,189,0,189,112,77,False
NG-01969,2025-03-09,North,Retail,Everyday,Canvas Tote,1,32,0,0,0,0,True
NG-01970,2025-03-09,South,Online,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-01971,2025-03-09,South,Marketplace,Everyday,Insulated Bottle,3,42,0.05,119.7,54,65.7,False
NG-01972,2025-03-09,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-01973,2025-03-10,South,Online,Home Office,Desk Lamp,2,58,0,0,0,0,True
NG-01974,2025-03-10,North,Retail,Home Office,Desk Lamp,1,58,0.1,52.2,28,24.2,False
NG-01975,2025-03-10,North,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01976,2025-03-10,North,Retail,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-01977,2025-03-10,South,Online,Everyday,Insulated Bottle,2,42,0,84,36,48,False
NG-01978,2025-03-11,South,Marketplace,Home Office,Ergonomic Chair,2,245,0.05,465.5,288,177.5,False
NG-01979,2025-03-11,North,Online,Kitchen,Pour Over Kit,1,79,0.2,63.2,38,25.2,False
NG-01980,2025-03-11,North,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01981,2025-03-11,North,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-01982,2025-03-12,North,Online,Kitchen,Pour Over Kit,1,79,0,79,38,41,False
NG-01983,2025-03-12,South,Online,Kitchen,Pour Over Kit,4,79,0,316,152,164,False
NG-01984,2025-03-13,North,Retail,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-01985,2025-03-13,South,Online,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-01986,2025-03-13,West,Online,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-01987,2025-03-13,North,Online,Everyday,Insulated Bottle,1,42,0.15,35.7,18,17.7,False
NG-01988,2025-03-13,North,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-01989,2025-03-13,South,Online,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-01990,2025-03-13,East,Marketplace,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-01991,2025-03-14,West,Online,Home Office,Monitor Riser,2,72,0.1,0,0,0,True
NG-01992,2025-03-14,South,Retail,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-01993,2025-03-14,West,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.1,100.8,57,43.8,False
NG-01994,2025-03-14,South,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-01995,2025-03-14,East,Retail,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-01996,2025-03-14,East,Retail,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-01997,2025-03-14,South,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-01998,2025-03-15,South,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-01999,2025-03-15,East,Marketplace,Living,Linen Throw,1,96,0.15,81.6,49,32.6,False
NG-02000,2025-03-15,East,Retail,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02001,2025-03-15,North,Online,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02002,2025-03-15,North,Online,Kitchen,Ceramic Dinner Set,2,112,0.1,201.6,114,87.6,False
NG-02003,2025-03-16,South,Retail,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02004,2025-03-16,East,Retail,Everyday,Travel Backpack,1,129,0.05,122.55,68,54.55,False
NG-02005,2025-03-16,North,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02006,2025-03-17,East,Online,Home Office,Ergonomic Chair,2,245,0.1,441.0,288,153.0,False
NG-02007,2025-03-17,South,Online,Everyday,Insulated Bottle,1,42,0.2,33.6,18,15.6,False
NG-02008,2025-03-17,South,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02009,2025-03-17,South,Retail,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-02010,2025-03-17,South,Online,Everyday,Travel Backpack,1,129,0.1,116.1,68,48.1,False
NG-02011,2025-03-18,North,Online,Living,Accent Cushion,1,46,0.15,39.1,20,19.1,False
NG-02012,2025-03-18,East,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02013,2025-03-18,North,Retail,Everyday,Canvas Tote,1,32,0.1,28.8,12,16.8,False
NG-02014,2025-03-18,South,Retail,Kitchen,Pour Over Kit,2,79,0,158,76,82,False
NG-02015,2025-03-18,North,Online,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02016,2025-03-18,East,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-02017,2025-03-19,North,Marketplace,Kitchen,Pour Over Kit,2,79,0.15,134.3,76,58.3,False
NG-02018,2025-03-19,South,Online,Living,Oak Side Table,2,189,0,378,224,154,False
NG-02019,2025-03-20,East,Marketplace,Kitchen,Ceramic Dinner Set,1,112,0.05,106.4,57,49.4,False
NG-02020,2025-03-20,West,Online,Home Office,Desk Lamp,1,58,0.15,49.3,28,21.3,False
NG-02021,2025-03-20,East,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02022,2025-03-20,North,Retail,Living,Linen Throw,1,96,0.1,86.4,49,37.4,False
NG-02023,2025-03-20,South,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02024,2025-03-21,South,Marketplace,Home Office,Desk Lamp,1,58,0.05,55.1,28,27.1,False
NG-02025,2025-03-21,East,Online,Kitchen,Pour Over Kit,2,79,0,158,76,82,False
NG-02026,2025-03-21,North,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02027,2025-03-21,North,Retail,Living,Linen Throw,1,96,0,96,49,47,False
NG-02028,2025-03-22,North,Online,Kitchen,Cast Iron Pan,1,135,0.15,114.75,80,34.75,False
NG-02029,2025-03-22,South,Online,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02030,2025-03-22,East,Online,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02031,2025-03-22,West,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02032,2025-03-22,North,Retail,Kitchen,Cast Iron Pan,1,135,0.05,128.25,80,48.25,False
NG-02033,2025-03-22,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-02034,2025-03-22,North,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02035,2025-03-23,West,Online,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02036,2025-03-23,East,Marketplace,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02037,2025-03-23,West,Online,Kitchen,Cast Iron Pan,1,135,0.1,121.5,80,41.5,False
NG-02038,2025-03-23,South,Online,Home Office,Monitor Riser,2,72,0,144,66,78,False
NG-02039,2025-03-23,South,Marketplace,Everyday,Travel Backpack,1,129,0.1,116.1,68,48.1,False
NG-02040,2025-03-24,East,Online,Everyday,Canvas Tote,2,32,0.05,60.8,24,36.8,False
NG-02041,2025-03-24,South,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02042,2025-03-25,East,Retail,Everyday,Canvas Tote,2,32,0.1,57.6,24,33.6,False
NG-02043,2025-03-25,North,Retail,Home Office,Ergonomic Chair,2,245,0,490,288,202,False
NG-02044,2025-03-26,North,Marketplace,Living,Linen Throw,1,96,0.05,91.2,49,42.2,False
NG-02045,2025-03-26,South,Online,Living,Oak Side Table,3,189,0.1,510.3,336,174.3,False
NG-02046,2025-03-26,North,Retail,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02047,2025-03-26,East,Marketplace,Kitchen,Pour Over Kit,1,79,0.05,75.05,38,37.05,False
NG-02048,2025-03-26,East,Online,Everyday,Insulated Bottle,2,42,0.05,79.8,36,43.8,False
NG-02049,2025-03-27,East,Online,Living,Oak Side Table,1,189,0,189,112,77,False
NG-02050,2025-03-27,West,Retail,Living,Linen Throw,2,96,0.05,182.4,98,84.4,False
NG-02051,2025-03-27,North,Online,Everyday,Travel Backpack,2,129,0,258,136,122,False
NG-02052,2025-03-28,North,Retail,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-02053,2025-03-29,East,Retail,Living,Accent Cushion,1,46,0,46,20,26,False
NG-02054,2025-03-29,West,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02055,2025-03-29,East,Retail,Kitchen,Ceramic Dinner Set,1,112,0,112,57,55,False
NG-02056,2025-03-29,South,Retail,Everyday,Insulated Bottle,1,42,0.2,33.6,18,15.6,False
NG-02057,2025-03-29,East,Online,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02058,2025-03-30,North,Marketplace,Living,Accent Cushion,1,46,0.05,43.7,20,23.7,False
NG-02059,2025-03-30,South,Online,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02060,2025-03-30,North,Online,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02061,2025-03-31,West,Online,Everyday,Canvas Tote,3,32,0,96,36,60,False
NG-02062,2025-03-31,North,Marketplace,Home Office,Monitor Riser,1,72,0.05,68.4,33,35.4,False
NG-02063,2025-03-31,South,Retail,Everyday,Canvas Tote,1,32,0,32,12,20,False
NG-02064,2025-03-31,North,Online,Living,Accent Cushion,1,46,0.1,41.4,20,21.4,False
NG-02065,2025-04-01,West,Marketplace,Everyday,Insulated Bottle,1,42,0.1,37.8,18,19.8,False
NG-02066,2025-04-01,South,Online,Home Office,Desk Lamp,2,58,0,116,56,60,False
NG-02067,2025-04-01,East,Online,Home Office,Desk Lamp,2,58,0.1,104.4,56,48.4,False
NG-02068,2025-04-02,South,Online,Home Office,Monitor Riser,2,72,0,144,66,78,False
NG-02069,2025-04-03,South,Retail,Living,Accent Cushion,2,46,0.05,87.4,40,47.4,False
NG-02070,2025-04-03,East,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02071,2025-04-03,South,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02072,2025-04-03,North,Retail,Everyday,Insulated Bottle,1,42,0,42,18,24,False
NG-02073,2025-04-04,North,Retail,Home Office,Ergonomic Chair,1,245,0,245,144,101,False
NG-02074,2025-04-04,East,Retail,Everyday,Insulated Bottle,1,42,0.15,35.7,18,17.7,False
NG-02075,2025-04-04,East,Marketplace,Living,Oak Side Table,1,189,0.05,179.55,112,67.55,False
NG-02076,2025-04-05,North,Retail,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02077,2025-04-05,South,Online,Home Office,Ergonomic Chair,1,245,0.2,196.0,144,52.0,False
NG-02078,2025-04-05,South,Marketplace,Everyday,Insulated Bottle,1,42,0.05,39.9,18,21.9,False
NG-02079,2025-04-05,West,Online,Home Office,Monitor Riser,1,72,0,72,33,39,False
NG-02080,2025-04-05,South,Retail,Kitchen,Pour Over Kit,1,79,0,0,0,0,True
NG-02081,2025-04-05,North,Marketplace,Kitchen,Cast Iron Pan,1,135,0.1,121.5,80,41.5,False
NG-02082,2025-04-06,East,Retail,Everyday,Canvas Tote,1,32,0.05,30.4,12,18.4,False
NG-02083,2025-04-06,West,Online,Home Office,Monitor Riser,1,72,0.1,64.8,33,31.8,False
NG-02084,2025-04-06,North,Online,Everyday,Travel Backpack,1,129,0,129,68,61,False
NG-02085,2025-04-06,West,Retail,Kitchen,Pour Over Kit,3,79,0,237,114,123,False
NG-02086,2025-04-06,North,Retail,Home Office,Desk Lamp,1,58,0,58,28,30,False
NG-02087,2025-04-07,South,Online,Home Office,Monitor Riser,1,72,0.15,61.2,33,28.2,False
NG-02088,2025-04-08,South,Marketplace,Everyday,Insulated Bottle,4,42,0.05,159.6,72,87.6,False
NG-02089,2025-04-08,South,Marketplace,Home Office,Monitor Riser,3,72,0.05,205.2,99,106.2,False
NG-02090,2025-04-08,South,Online,Home Office,Monitor Riser,1,72,0.15,61.2,33,28.2,False
